Protein ID,Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder
ENSP00000265717,ENSG00000005249,PRKAR2B,386745,132353,569535,123377,301077,87827,497494,41711,3829837,118848,489450,94641,64090,29644,37764,241770,168129,264704,253057,454979,171666,173391,79007,144918,459073,1268615,1146,24380,80622
ENSP00000265727,ENSG00000008277,ADAM22,8286,260,286598,3631,1321,868,18368,567,55,1714,4560,3232,0,1949,0,224,629,1503,13445,1535,0,5622,5873,4912,724,2961,4976,0,0
ENSP00000265728,ENSG00000006634,DBF4,339,0,0,3421,1052,0,0,1344,7669,0,0,1998,16481,544,92,0,0,0,0,0,0,405,3632,0,307,1355,0,0,0
ENSP00000405313;ENSP00000265735;ENSP00000398930,ENSG00000127990,SGCE,293541,15623,61186,53561,177741,220357,356828,42422,345694,133419,662705,15883,17549,36677,13301,21559,46342,9514,61542,133516,16782,68391,491508,29371,189765,92441,52012,1892,26640
ENSP00000265742,ENSG00000001629,ANKIB1,17121,3671,43135,3913,18635,11676,4290,7739,6925,16814,14927,29313,27149,25125,1357,4627,8004,7313,24834,10210,8203,59567,4562,9556,25622,24371,2734,1156,8659
ENSP00000265748,ENSG00000011426,ANLN,500,88,572128,1232,1172,2145,5168,4206,3472,1852,1766,3272,0,8269,73,0,7312,1461,268,1104,0,51604,1657,1230,674,5994,547,123,1083
ENSP00000265753,ENSG00000106682,EIF4H,689940,494775,1559991,622138,1841086,1332162,1613713,1114119,43612,850534,1282547,375010,2088537,1691902,70313,338601,3493785,1373577,917601,560380,551888,1733842,859008,854355,1055613,247875,503128,495107,878883
ENSP00000265754,ENSG00000106682,EIF4H,0,19478,26772,18238,97285,55107,64471,10819,0,19867,0,22998,0,60412,0,0,155052,106805,44387,26018,0,0,13867,16934,19963,23600,33809,14820,16023
ENSP00000265758,ENSG00000071462,WBSCR22,16284,5561,3528,3818,13730,5378,6621,8228,0,0,0,18132,30390,28555,8320,18667,2077,5977,3857,9462,114,39497,775,14524,1981,45029,23385,20845,1441
ENSP00000265769,ENSG00000042980,ADAM28,272,3266,617,2338,0,1045,1345,2193,0,5761,0,1532,2109,17844,4005,4755,0,2515,17158,0,1651,2966,1693,604,60113,0,0,624,1255
ENSP00000265838,ENSG00000075239,ACAT1,15902500,1680023,3964422,3600240,5969493,2268823,4131232,2416209,7881021,2267150,55968417,31754257,51640404,3547930,825669,1689325,17483408,961761,3988946,5677056,14989769,8784252,1797754,1952843,3464325,3863005,8261388,421533,1363825
ENSP00000265843,ENSG00000110723,EXPH5,0,0,2478,4064,6889,64,0,1437,1847,21,355,2968,4178,4448,0,1849,204,19584,7543,1058,7177,0,0,0,4861,0,105,34705,721
ENSP00000265846;ENSP00000442682,ENSG00000105963,ADAP1,10849,17162,436967,155758,626585,314173,840385,46783,24248,27456,25419,17612,51760,135761,1215,22496,37841,3094,0,68048,7031,124154,20253,15872,61285,6639,18237,575,12331
ENSP00000265849,ENSG00000122512,PMS2,9839,7589,10407,6158,6628,7210,8335,10328,2151,9497,1615,13112,8560,38491,5730,6591,14720,13805,2493,2197,1445,17454,1083,6010,10570,3957,3780,3747,43757
ENSP00000265857,ENSG00000239857,GET4,116375,45123,72321,10010,52365,33958,35907,40463,50680,30875,59612,14292,118085,90761,13652,42601,58701,46010,106465,98098,47410,16582,7351,26129,64131,326218,10372,13516,43599
ENSP00000265896,ENSG00000104549,SQLE,45881,3106,19403,12542,26737,11429,8392,5337,2332,1568,12062,618,472233,45366,1379,12573,4919,23774,1453,11695,1739,12962,10896,913,10512,95145,328,4960,1098
ENSP00000265922,ENSG00000078725,BRINP1,36,0,16656,0,1812,0,0,0,0,1116,4173,62,0,1052,0,271,0,7659,0,0,37,0,5713,0,0,3584,0,0,0
ENSP00000265944,ENSG00000095777,MYO3A,1247,39677,0,17342,873,2731,1505,0,43967,0,1705,0,0,26492,0,0,0,95,0,0,0,0,0,0,1399,2736,0,0,0
ENSP00000265961;ENSP00000265960;ENSP00000362597,ENSG00000119487,MAPKAP1,14783,14528,22458,9846,54566,38551,40849,16746,3793,37152,60926,22213,41152,34035,3528,20932,616,71505,51356,38723,7881,20265,24946,16157,37157,56211,7489,4256,11545
ENSP00000265965,ENSG00000129158,SERGEF,3827,2163,67765,13009,189112,118401,9812,31324,1557,5107,48553,23317,16880,32053,7093,13795,5537,160919,23834,18361,32966,26278,68196,8249,34666,5327,9375,2994,17382
ENSP00000265967,ENSG00000110756,HPS5,10153,4482,4702,5083,7734,4920,16248,15108,1774,8382,2606,3268,1548,14875,3962,12981,113970,2863,7271,7196,2557,21947,2070,11888,2081,20777,1127,2441,8494
ENSP00000265970,ENSG00000011405,PIK3C2A,25113,17283,31498,21842,86607,31186,41837,14231,41495,26394,28882,17460,44569,35336,15770,14818,34528,27018,27578,20295,11323,46433,12620,9992,22336,51044,17925,3028,25356
ENSP00000265981,ENSG00000110315,RNF141,4026,0,95176,7231,13504,0,4762,5960,0,0,0,0,0,3473,402,0,0,2587,1694,0,12239,2491,907,0,0,10702,0,1284,3094
ENSP00000265983,ENSG00000110169,HPX,9752333,10271118,2071203,5940951,7678330,6043101,22043731,2597600,117827099,20058551,7635192,10141125,6489062,3847196,2691390,10057796,1204188,10090382,13237585,10980255,7264738,7069277,8324472,1301905,15759686,14771840,3819715,329977,12909294
ENSP00000265986,ENSG00000119912,IDE,149416,87312,70182,223398,503099,183400,371711,97312,200606,519031,383950,103679,586321,466783,41435,251595,388937,211930,306382,255534,202555,208015,45731,74737,212157,129218,193859,40672,154371
ENSP00000266022,ENSG00000004534,RBM6,19652,36826,48064,99280,31166,21600,56629,24072,12464,38933,13115,5685,40240,84525,14016,22472,70866,8658,23140,31952,10207,70084,6943,37314,24270,21972,10911,14444,36711
ENSP00000266025,ENSG00000126062,TMEM115,10305,4675,3646,5951,26850,15064,7809,6836,0,0,0,14857,19992,26386,1011,8195,0,20604,175,8159,38972,9539,2494,2020,12762,8077,25918,3320,0
ENSP00000266037,ENSG00000088538,DOCK3,408,0,39029,8103,6053,10876,0,0,1343,55496,0,0,1004,2758,0,489,7208,351,0,262,126,1685,56,0,2563,33655,1566,101,0
ENSP00000266058,ENSG00000187122,SLIT1,0,321,10247,0,0,0,0,0,0,250,914,35614,399,6420,18612,6423,0,0,2882,0,12651,0,377,0,358,328,16679,2981,0
ENSP00000266069,ENSG00000101193,GID8,87714,26552,82145,26229,221264,86956,71762,50970,193958,66773,150214,5738,194354,103158,34621,53992,26118,128723,95391,160654,15869,79548,27748,2175762,84456,308871,54861,44335,46608
ENSP00000266079,ENSG00000101161,PRPF6,169048,100918,173244,88136,259675,159589,98781,261584,92772,195585,65086,79402,195732,623611,99273,99586,358918,118540,156970,198993,80665,316550,93610,120482,239580,295842,103199,86024,183153
ENSP00000266085,ENSG00000100234,TIMP3,4018573,73911,34741,1354945,1747996,1284125,271342,513560,1332781,2247187,1654181,944712,37226,7146892,411742,585312,369772,2899494,2050302,1503234,1007074,147451,397546,2228160,2054192,1067318,112308,9800,1868810
ENSP00000266086,ENSG00000100191,SLC5A4,0,3810,0,0,13696,5585,0,0,2344,1704,0,0,0,0,0,0,0,0,0,5423,0,28994,0,0,2990,0,1832,0,1200
ENSP00000266087,ENSG00000100225,FBXO7,168018,17818,53502,30596,177163,54231,61879,52537,139186,63209,52648,29219,73920,63149,28824,71228,47092,295201,76024,189860,142182,42821,28622,68154,48599,106060,28881,16909,69426
ENSP00000266088,ENSG00000100170,SLC5A1,1091,16226,0,1582,1633880,10386,1980,2131,0,15715,1733,152611,3192,0,1082,12183,16201,0,0,3512,366,1399551,1104,0,4126,1985,3261,0,490
ENSP00000266126,ENSG00000119718,EIF2B2,406626,96337,117605,23445,95565,87778,135536,64859,493643,115608,218711,73130,681955,233237,35968,46774,371641,57577,229002,54385,340698,142332,14727,106981,108979,59282,121230,36105,74219
ENSP00000266263,ENSG00000242114,MTFP1,38969,5444,2347,9605,54559,6611,0,3112,10163,0,127869,11696,12618,13909,1641,0,41656,0,8621,13380,24215,74786,13604,7448,0,5485,2759,0,14291
ENSP00000266304,ENSG00000167074,TEF,0,0,0,0,0,0,0,0,0,0,0,0,21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0
ENSP00000266383,ENSG00000139044,B4GALNT3,196,742,1322,784,0,797,0,0,7094,0,2919,2736,5408,1636,0,0,1179,2782,0,4472,1907,2224,0,597,48138,0,4284,0,0
ENSP00000266397,ENSG00000139055,ERP27,385216,1141,3952,5623,3803,7274,0,33378,1648,11260,1045,2546,14706,189102,15314,3114,15659369,22970,6897,2025,1525,18093,2602,0,27022,5968,21013,0,12569
ENSP00000381840;ENSP00000266508,ENSG00000139154,AEBP2,2390,6170,176,0,0,0,2215,0,0,0,0,1127,0,0,0,0,0,0,0,2316,0,0,152,0,0,0,50,712,1040
ENSP00000266529,ENSG00000139168,ZCRB1,0,0,8508,5288,37845,9654,0,738,4057,11739,0,3379,3273,33038,8039,0,0,4918,0,0,9158,7082,4935,0,2502,756,19990,788,5991
ENSP00000266534,ENSG00000139173,TMEM117,0,0,1064,0,0,0,0,0,0,8839,0,0,0,0,0,335,0,3689,0,25334,0,0,459,0,0,0,0,0,0
ENSP00000266542,ENSG00000139178,C1RL,50115,26951,3925,63381,8416,33438,27305,4792,317349,30179,9535,14348,230927,60507,2047,15851,15894,33320,13877,9313,12016,3380,10820,8136,44784,8803,41596,0,22602
ENSP00000266544,ENSG00000139180,NDUFA9,1442088,204664,1559285,643242,2429068,297871,614432,334339,866654,719251,17984963,2154272,2524695,1283770,200735,224602,1640989,306348,465588,1627847,1179323,1450008,266983,443761,753147,500912,109260,229724,620569
ENSP00000266546;ENSP00000440679,ENSG00000139182,CLSTN3,16687,139,7233,1171,273,0,0,0,0,0,2819,0,1549,1446,419,1210,0,0,691,663,0,259,0,126,0,696,235,197,0
ENSP00000266556,ENSG00000139192,TAPBPL,51438,20132,2831,86011,170332,11914,4442,54031,11318,64044,45781,3283,53012,253773,10826,8398,4773,13851,21277,28119,36801,138408,9315,19172,98398,24692,2785,5771,9215
ENSP00000266557,ENSG00000139193,CD27,0,24323,4066,1502,23115,0,6290,3608,0,0,0,0,0,19962,40511,6499,0,0,0,3674,3374,9982,0,17102,4818,0,0,2875,6391
ENSP00000266560,ENSG00000139194,RBP5,97979,275127,3678,47813,210544,41506,0,8268,24694,24607,13495,8014827,4388461,2561,155759,70135,76909,19839,26736,91646,46479,105708,47168,1907706,54851,43341,19099,48190,0
ENSP00000266563,ENSG00000139197,PEX5,0,0,1298,0,1285,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,238,3206,0,0,0
ENSP00000266646,ENSG00000139269,INHBE,442731,6253,498,2368,72410,13118,46668,5144,12291,28936,122337,250980,375014,9518,460,11033,109134,90304,29941,12268,46206,27317,86582,117584,26601,192565,17344,0,54891
ENSP00000266659,ENSG00000139278,GLIPR1,1518,13418,0,1123,0,0,0,0,6427,0,0,0,5771,165,3222,0,0,0,0,0,0,3048,4224,12128,0,708,0,67,0
ENSP00000266673,ENSG00000139291,TMEM19,0,0,0,0,0,0,0,0,0,0,1495,0,0,0,863,0,0,0,0,0,0,3036,0,679,0,0,0,1314,0
ENSP00000266679,ENSG00000111605,CPSF6,204801,429699,195584,114739,246276,217653,251600,219390,88523,177042,99416,193213,195885,495515,119409,66581,318783,187154,230455,248580,162189,226388,135789,148405,175034,260742,185097,134075,156283
ENSP00000266712,ENSG00000139324,TMTC3,34843,9461,10663,15164,88348,94484,86440,26198,188041,292836,19365,16100,64591,174877,11940,43489,36387,53631,59035,27330,21450,23365,35428,49853,23070,22913,9496,5091,38564
ENSP00000266718,ENSG00000139329,LUM,9447494,13930820,149990,24564179,16635587,29745826,59207497,12746201,40786360,38762008,46101953,11034456,6102803,17939398,5946152,29882790,6666069,17141101,46428689,33250834,4747922,10795999,42827976,2805825,30014150,9956367,3636658,2696807,21322542
ENSP00000266719,ENSG00000139330,KERA,2609,0,0,0,2727,0,0,310,0,48781,0,73855,0,0,0,0,0,0,632,0,1365,59696,7542,0,4420,9523,0,0,4488
ENSP00000266732,ENSG00000120802,TMPO,223133,469677,462433,573499,1088962,550166,427667,652596,222253,719123,180537,280576,672802,1455856,703055,1500523,632046,169431,298942,729023,133047,1158192,246492,715012,657826,646663,140404,478432,272404
ENSP00000266735,ENSG00000139343,SNRPF,2384041,1657190,2023622,743449,2636397,3251420,2216630,1508333,460483,1799290,1805645,2798266,4282328,5276124,1207313,692617,2087450,2802753,1664666,3297321,1089399,3324324,863898,1475833,1650032,2819329,1897666,1199167,1871852
ENSP00000266736,ENSG00000139344,AMDHD1,28139,1719,21507,1376,34710,51983,0,326,0,0,60760,79265,7959206,0,48304,1812,9707,1778,7721,4072,718,741,15974,5219,0,410,10120,1247,0
ENSP00000266771,ENSG00000139370,SLC15A4,4909,1297,0,0,0,2133,0,2449,0,11926,0,0,16024,4373,620,0,1002,3418,0,0,1126,1845,2018,8451,0,547,1735,2543,0
ENSP00000266880;ENSP00000398735;ENSP00000392395,ENSG00000072609,CHFR,32507,0,237,1690,1061,426,338,0,1149,0,0,1540,575,2064,840,204,0,0,0,0,0,1554,0,0,765,762,0,270,0
ENSP00000370192;ENSP00000266943,ENSG00000139508,SLC46A3,0,0,1098,0,1690,218,64277,0,3275,0,0,0,31588,2534,0,5117,783,766,0,1431,0,6437,0,0,1259,221,0,0,832
ENSP00000452514;ENSP00000266970,ENSG00000123374,CDK2,46622,41507,13170,34925,244104,131716,130634,36062,93046,120273,14099,20234,104294,213745,26927,199973,36399,212421,162002,133684,44460,39740,40449,41999,39189,127252,6107,30396,122231
ENSP00000266991,ENSG00000139549,DHH,1210,0,2410,4754,943,0,0,1213,1634,0,0,0,0,1678,1233,1213,1780,366,924,874,0,988,0,0,2569,20826,0,0,0
ENSP00000267064,ENSG00000139613,SMARCC2,0,435,0,0,0,3476,0,489,0,0,0,0,1792,730,2506,0,0,0,0,776,1584,0,526,703,0,812,0,5904,0
ENSP00000267101,ENSG00000065361,ERBB3,0,2732,4367,8805,8253,0,212,2703,1118,12886,1279,3050,6359,581,0,1820,4234,10122,12263,10535,8565,7715,110,1081,11918,144,461,211,2970
ENSP00000267103,ENSG00000139637,C12orf10,115687,50242,264435,122827,370418,316031,172487,211726,56687,182814,153265,207445,273557,541205,65848,256941,79013,67621,241840,212719,140543,117070,138787,84382,188392,1026023,81692,80934,194232
ENSP00000267113,ENSG00000139641,ESYT1,878380,315890,233054,312065,976898,668852,1242254,297919,2196889,703346,485477,202572,711110,531694,390653,472666,291178,542168,709345,1102966,386859,303006,542592,444435,496127,551723,193559,179457,410468
ENSP00000267116,ENSG00000139645,ANKRD52,69,220,728,1246,2165,2012,4737,1176,0,957,2126,88,1077,11207,0,2070,50,1227,2297,2389,0,2778,0,0,1206,1785,0,264,1538
ENSP00000267119,ENSG00000139648,KRT71,0,0,0,1633,0,0,0,0,0,0,0,0,0,0,0,38682,0,0,0,0,0,0,0,0,0,211,0,0,0
ENSP00000267163,ENSG00000139687,RB1,7501,17050,24187,10028,11395,6983,9360,6230,2573,1149,1924,3732,6258,46596,8191,5547,3593,4354,3983,6817,2904,22313,1239,5023,12747,11978,10424,6647,6516
ENSP00000267199,ENSG00000139719,VPS33A,183588,129870,215817,70941,154798,93219,176209,65765,168035,199153,166494,292358,75260,230080,33760,111919,82752,113001,163458,108178,53248,111199,45728,93652,97698,81862,85858,35979,178662
ENSP00000267202,ENSG00000139722,VPS37B,37362,32374,93143,83399,82810,36543,74554,52324,59098,79122,48748,12836,40836,117250,46592,79657,9679,50375,25499,122949,68869,129079,26063,75184,100839,189105,17533,30359,28596
ENSP00000267205,ENSG00000139725,RHOF,782,4563,2167,3684,31391,7698,5542,2928,0,758,2700,15957,15433,20148,11116,3702,0,10068,1683,8988,916,12481,2433,54868,7701,0,2761,28842,60897
ENSP00000383174;ENSP00000383178;ENSP00000267215;ENSP00000367141;ENSP00000383173,ENSG00000139734,DIAPH3,362,185,996,502,192,164,0,26,0,903,8668,4174,0,1740,0,180,4316,666,0,7164,0,0,5016,8200,4430,8133,3567,75,0
ENSP00000267229,ENSG00000139746,RBM26,67294,40116,23302,23645,426708,35075,18838,77366,89771,27306,64834,12194,35102,66333,17822,45392,34010,21145,15230,55187,19867,141053,24615,19545,18518,29175,23891,22875,23111
ENSP00000267257,ENSG00000089159,PXN,0,0,0,361,0,0,0,0,0,0,0,0,1377,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000267291,ENSG00000139797,RNF113B,0,766,0,0,0,0,0,0,18569,0,0,0,0,0,0,0,0,0,0,12603,0,2457,0,0,0,7301,0,4481,590
ENSP00000267328,ENSG00000139832,RAB20,62028,16433,764,9182,27230,0,0,6688,22639,5168,0,5152,6659,47131,1733,1604,29054,1833,7256,22039,9152,9087,0,22477,24776,28107,0,0,3385
ENSP00000267339,ENSG00000088448,ANKRD10,1544,11589,0,5071,15065,2771,7998,2410,0,11335,17023,2750,3194,7568,4640,7261,0,33280,3489,10319,5160,9190,2295,0,4350,8071,0,446,0
ENSP00000267396,ENSG00000139890,REM2,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000267425,ENSG00000196943,NOP9,116080,7064,39851,12621,51143,33587,14630,29416,684,6226,385277,14791,43691,65658,14351,17690,6696,15362,11172,22624,15575,37848,154483,24630,18776,21940,128294,18608,13147
ENSP00000267426,ENSG00000139914,FITM1,1217,0,0,0,0,0,0,0,0,0,94276,0,145325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000267484,ENSG00000139970,RTN1,78858,42991,1721721,24876,40071,22800,38929,131316,238271,150558,46591,8147,10295,99960,27797,100916,43766,19581,182228,51828,36237,24927,16649,503669,94219,70051,1645,9457,18074
ENSP00000477736;ENSP00000450857;ENSP00000267540,ENSG00000140022,STON2,2526,2772,66558,913,4037,0,7041,17447,683,12387,1314,19556,4008,68926,0,409,208652,9803,7469,2548,3305,6285,111,63591,2857,13842,1230,341,17308
ENSP00000267584,ENSG00000140057,AK7,739,8283,0,13692,0,8856,6431,161864,442,249,249,444,206,2394,2094,2850,43207,648,0,856,3336,1016,1177,869,697,33349,324,102,0
ENSP00000267622,ENSG00000100815,TRIP11,138770,92716,24043,125845,235866,63902,103400,44711,92231,152723,67719,27208,154426,204969,10144,36462,137777,201301,77590,197980,168359,126571,16506,66429,156600,187398,91065,10847,41132
ENSP00000267750,ENSG00000128463,EMC4,40523,0,18398,36955,36213,76271,80384,47067,2530,10965,201326,58112,49707,126825,16588,63951,201227,42356,75964,40300,126755,31163,13573,5604,22001,23147,29518,5223,19600
ENSP00000267812,ENSG00000140259,MFAP1,21245,43846,47409,78117,135386,81857,96706,119618,40715,47450,15418,26829,86315,173919,41663,122770,118330,47590,65594,59777,21608,174694,38903,58967,85887,237803,18494,39542,85602
ENSP00000267814,ENSG00000140263,SORD,2005550,257144,2045381,644686,1246215,386539,600944,767272,415485,1152703,574970,7648277,51092483,1311839,152358,513436,601715,125706,18918542,794115,915694,2419425,438821,380376,2556013,697909,5945835,192016,1554812
ENSP00000267836,ENSG00000104177,MYEF2,70538,3575,580282,22263,12762,22741,31435,148467,12073,49978,50714,112496,6651,81490,2135,9321,41141,44589,87381,32556,53381,20621,26544,10713,43757,181995,39562,2695,11129
ENSP00000267838,ENSG00000140280,LYSMD2,71571,9661,124080,25014,21518,4136,8730,28030,10874,6280,65322,686,9063,63579,29583,0,0,4838,3570,34474,2228,7367,35787,13718,11951,10456,156,25776,19970
ENSP00000267842,ENSG00000140284,SLC27A2,54166,41171,4508,44082,118269,30515,33441,72754,647083,5796,19743,1839620,6887232,36506,821,2481,31482,80901,79859,60637,4355,110071,19241,2729,113884,4523,54113,2320,11242
ENSP00000267884,ENSG00000140319,SRP14,1289401,910113,3187953,398901,1348489,1431348,2179478,2403009,880110,817000,1152251,1803138,2737860,3699942,612338,297670,410372,700611,628850,415927,1380720,2980563,813714,1035288,1290158,653553,1849588,1025029,2462787
ENSP00000267889,ENSG00000140323,DISP2,640,0,13128,0,0,0,0,0,0,1112,0,0,0,0,0,4405,0,0,614,2264,0,0,581,0,0,0,29,166,0
ENSP00000267984,ENSG00000140406,MESDC1,9442,0,1876,0,5318,1612,0,0,0,3421,0,1429,0,0,1279,0,0,3657,3756,4072,5558,2744,1010,2568,0,3085,186,0,1186
ENSP00000267996,ENSG00000140416,TPM1,2230821,9940547,66217,3718329,5652281,3458193,24866893,46483,416940,13461528,2672432,916843,475288,983362,970819,175122,584994,201809,635467,12169510,1400954,4317734,18025195,1539197,11458042,350750,82275,59252,9695929
ENSP00000268053,ENSG00000140459,CYP11A1,20752195,13576,7057,7128,3418,26760,19321,5372,40376,16201,92893,123904,81503,4216,6152,8727,17638,5859259,26062,53951,8872,22686,4387,945,8861,879543,2387,65639,14866
ENSP00000268057,ENSG00000140463,BBS4,13673,0,26647,18955,108,12144,4242,58053,0,3133,0,7320,0,1930,1383,6896,48197,1142,11228,1166,6439,884,31598,10607,2457,12731,7587,0,2942
ENSP00000268058,ENSG00000140464,PML,418535,263718,127435,235046,378798,409967,427750,461519,460946,761373,205259,138763,315171,1476717,199448,338853,120079,323045,289584,209532,511938,559794,400028,480627,366427,243816,196571,248173,741711
ENSP00000268059,ENSG00000140464,PML,1398,0,0,187,1032,2211,2212,579,0,8898,0,0,0,4579,478,4217,422,24841,14675,0,1152,1627,0,6551,828,0,0,118,6123
ENSP00000268082,ENSG00000140481,CCDC33,0,0,0,0,0,0,0,3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000268097,ENSG00000213614,HEXA,626521,69043,118530,547051,402097,50803,245479,123166,175983,289358,341832,341100,431560,1248347,35594,110956,160871,175408,1488964,229794,248480,363003,162422,242741,821753,232079,748979,40999,332525
ENSP00000268099,ENSG00000140497,SCAMP2,432328,156246,81460,418092,527433,283408,303324,187639,597069,1079311,15053,241230,366485,487890,157694,130819,208932,781059,913354,415363,1023615,331470,183434,653367,275723,177463,185282,140011,331593
ENSP00000268122,ENSG00000140519,RHCG,0,0,2991,0,3000,0,5440,728,0,2914,2446,15902,0,933,0,1110,0,3382,0,0,16217,0,5944,0,0,0,0,7428,0
ENSP00000268125,ENSG00000140522,RLBP1,443,469,49961,0,1715,0,0,758,0,0,8198,0,0,1410,0,0,1073,0,19970,2607,0,0,0,0,0,0,0,0,0
ENSP00000268130,ENSG00000140527,WDR93,419,0,0,0,0,0,5817,9098,0,4264,92,0,0,0,0,0,794,532,0,0,0,0,0,0,0,0,0,0,0
ENSP00000408994;ENSP00000268148;ENSP00000456340,ENSG00000140543,DET1,12672,0,2686,0,3025,3686,2626,5835,0,2195,1659,0,0,2679,1047,0,2259,0,0,0,0,0,1666,0,0,1455,1106,0,1583
